# speed_ms: 0.800
# origin_ned_m: N=-0.2241,E=-0.0034,D=-2.4184
# waypoint_01_ned_m: N=-0.2241,E=-0.0034,D=-2.4184
# waypoint_02_ned_m: N=-0.2668,E=2.9963,D=-2.4184
# waypoint_03_ned_m: N=-3.2665,E=2.9536,D=-2.4184
# waypoint_04_ned_m: N=-3.2238,E=-0.0461,D=-2.4184
# waypoint_05_ned_m: N=-0.2241,E=-0.0034,D=-2.4184
timestamp_s,desired_N_m,desired_E_m,desired_D_m,actual_N_m,actual_E_m,actual_D_m,error_3d_m,gps_num_satellites,gps_fix_type,desired_fwd_m,desired_right_m,actual_fwd_m,actual_right_m
1784212151.196,-0.2241,-0.0034,-2.4184,-0.6000,0.0136,-2.3763,0.3787,10,0,0.0000,-0.0000,0.0223,0.3757
1784212151.247,-0.2241,-0.0034,-2.4184,-0.5886,0.0138,-2.3765,0.3673,10,0,0.0000,-0.0000,0.0224,0.3642
1784212151.300,-0.2241,-0.0034,-2.4184,-0.5629,0.0149,-2.3764,0.3419,10,0,0.0000,-0.0000,0.0231,0.3386
1784212151.352,-0.2241,-0.0034,-2.4184,-0.5516,0.0166,-2.3754,0.3309,10,0,0.0000,-0.0000,0.0246,0.3272
1784212151.405,-0.2241,-0.0034,-2.4184,-0.5295,0.0192,-2.3734,0.3096,10,0,0.0000,-0.0000,0.0269,0.3051
1784212151.458,-0.2241,-0.0034,-2.4184,-0.5190,0.0202,-2.3724,0.2994,10,0,0.0000,-0.0000,0.0278,0.2945
1784212151.510,-0.2241,-0.0034,-2.4184,-0.4970,0.0219,-2.3705,0.2782,10,0,0.0000,-0.0000,0.0291,0.2725
1784212151.562,-0.2241,-0.0034,-2.4184,-0.4795,0.0229,-2.3695,0.2614,10,0,0.0000,-0.0000,0.0300,0.2550
1784212151.614,-0.2241,-0.0034,-2.4184,-0.4715,0.0233,-2.3691,0.2537,10,0,0.0000,-0.0000,0.0303,0.2470
1784212151.666,-0.2241,-0.0034,-2.4184,-0.4550,0.0240,-2.3686,0.2378,10,0,0.0000,-0.0000,0.0306,0.2305
1784212151.720,-0.2241,-0.0034,-2.4184,-0.4468,0.0255,-2.3682,0.2301,10,0,0.0000,-0.0000,0.0320,0.2223
1784212151.722,-0.2668,2.9963,-2.4184,-0.4468,0.0255,-2.3682,2.9767,10,0,3.0000,0.0000,0.0320,0.2223
1784212151.776,-0.2668,2.9963,-2.4184,-0.4289,0.0304,-2.3673,2.9707,10,0,3.0000,0.0000,0.0367,0.2044
1784212151.828,-0.2668,2.9963,-2.4184,-0.4130,0.0343,-2.3670,2.9660,10,0,3.0000,0.0000,0.0404,0.1884
1784212151.880,-0.2668,2.9963,-2.4184,-0.4038,0.0362,-2.3670,2.9637,10,0,3.0000,0.0000,0.0422,0.1791
1784212151.933,-0.2668,2.9963,-2.4184,-0.3901,0.0388,-2.3673,2.9605,10,0,3.0000,0.0000,0.0446,0.1654
1784212151.985,-0.2668,2.9963,-2.4184,-0.3836,0.0399,-2.3677,2.9592,10,0,3.0000,0.0000,0.0455,0.1589
1784212152.038,-0.2668,2.9963,-2.4184,-0.3713,0.0418,-2.3687,2.9568,10,0,3.0000,0.0000,0.0472,0.1465
1784212152.090,-0.2668,2.9963,-2.4184,-0.3639,0.0428,-2.3694,2.9555,10,0,3.0000,0.0000,0.0482,0.1392
1784212152.142,-0.2668,2.9963,-2.4184,-0.3527,0.0487,-2.3692,2.9493,10,0,3.0000,0.0000,0.0539,0.1278
1784212152.194,-0.2668,2.9963,-2.4184,-0.3421,0.0557,-2.3689,2.9420,10,0,3.0000,0.0000,0.0608,0.1172
1784212152.247,-0.2668,2.9963,-2.4184,-0.3370,0.0592,-2.3690,2.9384,10,0,3.0000,0.0000,0.0642,0.1121
1784212152.299,-0.2668,2.9963,-2.4184,-0.3261,0.0675,-2.3693,2.9298,10,0,3.0000,0.0000,0.0723,0.1010
1784212152.352,-0.2668,2.9963,-2.4184,-0.3215,0.0714,-2.3695,2.9258,10,0,3.0000,0.0000,0.0762,0.0963
1784212152.405,-0.2668,2.9963,-2.4184,-0.3126,0.0798,-2.3702,2.9172,10,0,3.0000,0.0000,0.0845,0.0873
1784212152.457,-0.2668,2.9963,-2.4184,-0.3083,0.0844,-2.3707,2.9126,10,0,3.0000,0.0000,0.0890,0.0830
1784212152.510,-0.2668,2.9963,-2.4184,-0.3001,0.0964,-2.3715,2.9004,10,0,3.0000,0.0000,0.1009,0.0746
1784212152.562,-0.2668,2.9963,-2.4184,-0.2955,0.1103,-2.3714,2.8865,10,0,3.0000,0.0000,0.1147,0.0698
1784212152.615,-0.2668,2.9963,-2.4184,-0.2933,0.1177,-2.3716,2.8791,10,0,3.0000,0.0000,0.1221,0.0675
1784212152.667,-0.2668,2.9963,-2.4184,-0.2885,0.1356,-2.3723,2.8612,10,0,3.0000,0.0000,0.1399,0.0625
1784212152.719,-0.2668,2.9963,-2.4184,-0.2866,0.1441,-2.3727,2.8526,10,0,3.0000,0.0000,0.1484,0.0604
1784212152.771,-0.2668,2.9963,-2.4184,-0.2829,0.1621,-2.3738,2.8346,10,0,3.0000,0.0000,0.1663,0.0565
1784212152.824,-0.2668,2.9963,-2.4184,-0.2812,0.1716,-2.3744,2.8251,10,0,3.0000,0.0000,0.1757,0.0546
1784212152.877,-0.2668,2.9963,-2.4184,-0.2775,0.1943,-2.3760,2.8023,10,0,3.0000,0.0000,0.1984,0.0506
1784212152.930,-0.2668,2.9963,-2.4184,-0.2748,0.2175,-2.3761,2.7792,10,0,3.0000,0.0000,0.2216,0.0476
1784212152.982,-0.2668,2.9963,-2.4184,-0.2735,0.2297,-2.3761,2.7669,10,0,3.0000,0.0000,0.2338,0.0461
1784212153.034,-0.2668,2.9963,-2.4184,-0.2712,0.2552,-2.3763,2.7415,10,0,3.0000,0.0000,0.2592,0.0434
1784212153.086,-0.2668,2.9963,-2.4184,-0.2699,0.2717,-2.3766,2.7250,10,0,3.0000,0.0000,0.2757,0.0419
1784212153.138,-0.2668,2.9963,-2.4184,-0.2679,0.2991,-2.3771,2.6976,10,0,3.0000,0.0000,0.3031,0.0395
1784212153.191,-0.2668,2.9963,-2.4184,-0.2669,0.3133,-2.3775,2.6833,10,0,3.0000,0.0000,0.3172,0.0383
1784212153.244,-0.2668,2.9963,-2.4184,-0.2650,0.3425,-2.3784,2.6541,10,0,3.0000,0.0000,0.3465,0.0360
1784212153.296,-0.2668,2.9963,-2.4184,-0.2632,0.3777,-2.3793,2.6189,10,0,3.0000,0.0000,0.3816,0.0337
1784212153.349,-0.2668,2.9963,-2.4184,-0.2627,0.3950,-2.3794,2.6016,10,0,3.0000,0.0000,0.3989,0.0330
1784212153.401,-0.2668,2.9963,-2.4184,-0.2619,0.4302,-2.3798,2.5664,10,0,3.0000,0.0000,0.4341,0.0317
1784212153.453,-0.2668,2.9963,-2.4184,-0.2615,0.4482,-2.3801,2.5484,10,0,3.0000,0.0000,0.4521,0.0310
1784212153.507,-0.2668,2.9963,-2.4184,-0.2606,0.4894,-2.3809,2.5072,10,0,3.0000,0.0000,0.4933,0.0296
1784212153.560,-0.2668,2.9963,-2.4184,-0.2603,0.5080,-2.3813,2.4886,10,0,3.0000,0.0000,0.5119,0.0289
1784212153.611,-0.2668,2.9963,-2.4184,-0.2596,0.5457,-2.3823,2.4509,10,0,3.0000,0.0000,0.5495,0.0277
1784212153.664,-0.2668,2.9963,-2.4184,-0.2589,0.5889,-2.3835,2.4076,10,0,3.0000,0.0000,0.5927,0.0263
1784212153.717,-0.2668,2.9963,-2.4184,-0.2585,0.6093,-2.3835,2.3873,10,0,3.0000,0.0000,0.6131,0.0257
1784212153.770,-0.2668,2.9963,-2.4184,-0.2578,0.6520,-2.3827,2.3445,10,0,3.0000,0.0000,0.6559,0.0244
1784212153.824,-0.2668,2.9963,-2.4184,-0.2574,0.6735,-2.3824,2.3231,10,0,3.0000,0.0000,0.6773,0.0237
1784212153.876,-0.2668,2.9963,-2.4184,-0.2566,0.7219,-2.3821,2.2747,10,0,3.0000,0.0000,0.7257,0.0222
1784212153.928,-0.2668,2.9963,-2.4184,-0.2558,0.7652,-2.3822,2.2314,10,0,3.0000,0.0000,0.7689,0.0208
1784212153.980,-0.2668,2.9963,-2.4184,-0.2553,0.7869,-2.3823,2.2097,10,0,3.0000,0.0000,0.7907,0.0200
1784212154.032,-0.2668,2.9963,-2.4184,-0.2544,0.8306,-2.3827,2.1660,10,0,3.0000,0.0000,0.8343,0.0185
1784212154.086,-0.2668,2.9963,-2.4184,-0.2539,0.8581,-2.3831,2.1385,10,0,3.0000,0.0000,0.8618,0.0176
1784212154.138,-0.2668,2.9963,-2.4184,-0.2548,0.9059,-2.3825,2.0907,10,0,3.0000,0.0000,0.9097,0.0178
1784212154.191,-0.2668,2.9963,-2.4184,-0.2554,0.9302,-2.3821,2.0664,10,0,3.0000,0.0000,0.9340,0.0181
1784212154.244,-0.2668,2.9963,-2.4184,-0.2564,0.9787,-2.3816,2.0180,10,0,3.0000,0.0000,0.9824,0.0183
1784212154.295,-0.2668,2.9963,-2.4184,-0.2572,1.0328,-2.3813,1.9639,10,0,3.0000,0.0000,1.0365,0.0183
1784212154.348,-0.2668,2.9963,-2.4184,-0.2574,1.0567,-2.3814,1.9399,10,0,3.0000,0.0000,1.0605,0.0183
1784212154.401,-0.2668,2.9963,-2.4184,-0.2578,1.1045,-2.3816,1.8922,10,0,3.0000,0.0000,1.1082,0.0179
1784212154.455,-0.2668,2.9963,-2.4184,-0.2579,1.1282,-2.3818,1.8684,10,0,3.0000,0.0000,1.1320,0.0177
1784212154.507,-0.2668,2.9963,-2.4184,-0.2589,1.1832,-2.3820,1.8135,10,0,3.0000,0.0000,1.1870,0.0179
1784212154.560,-0.2668,2.9963,-2.4184,-0.2605,1.2099,-2.3815,1.7868,10,0,3.0000,0.0000,1.2137,0.0191
1784212154.613,-0.2668,2.9963,-2.4184,-0.2632,1.2625,-2.3808,1.7342,10,0,3.0000,0.0000,1.2664,0.0211
1784212154.665,-0.2668,2.9963,-2.4184,-0.2658,1.3204,-2.3807,1.6763,10,0,3.0000,0.0000,1.3243,0.0228
1784212154.716,-0.2668,2.9963,-2.4184,-0.2668,1.3458,-2.3809,1.6509,10,0,3.0000,0.0000,1.3497,0.0235
1784212154.769,-0.2668,2.9963,-2.4184,-0.2685,1.3961,-2.3813,1.6006,10,0,3.0000,0.0000,1.4000,0.0245
1784212154.821,-0.2668,2.9963,-2.4184,-0.2693,1.4210,-2.3815,1.5758,10,0,3.0000,0.0000,1.4249,0.0249
1784212154.874,-0.2668,2.9963,-2.4184,-0.2709,1.4763,-2.3821,1.5204,10,0,3.0000,0.0000,1.4802,0.0258
1784212154.928,-0.2668,2.9963,-2.4184,-0.2721,1.5017,-2.3820,1.4950,10,0,3.0000,0.0000,1.5057,0.0266
1784212154.980,-0.2668,2.9963,-2.4184,-0.2754,1.5539,-2.3816,1.4429,10,0,3.0000,0.0000,1.5579,0.0291
1784212155.033,-0.2668,2.9963,-2.4184,-0.2782,1.6050,-2.3815,1.3918,10,0,3.0000,0.0000,1.6090,0.0312
1784212155.085,-0.2668,2.9963,-2.4184,-0.2797,1.6365,-2.3816,1.3604,10,0,3.0000,0.0000,1.6405,0.0323
1784212155.137,-0.2668,2.9963,-2.4184,-0.2820,1.6863,-2.3819,1.3106,10,0,3.0000,0.0000,1.6903,0.0339
1784212155.190,-0.2668,2.9963,-2.4184,-0.2830,1.7110,-2.3822,1.2859,10,0,3.0000,0.0000,1.7150,0.0345
1784212155.244,-0.2668,2.9963,-2.4184,-0.2847,1.7598,-2.3829,1.2371,10,0,3.0000,0.0000,1.7639,0.0355
1784212155.296,-0.2668,2.9963,-2.4184,-0.2867,1.8149,-2.3833,1.1820,10,0,3.0000,0.0000,1.8190,0.0367
1784212155.348,-0.2668,2.9963,-2.4184,-0.2882,1.8407,-2.3829,1.1563,10,0,3.0000,0.0000,1.8449,0.0378
1784212155.400,-0.2668,2.9963,-2.4184,-0.2908,1.8915,-2.3825,1.1056,10,0,3.0000,0.0000,1.8957,0.0397
1784212155.452,-0.2668,2.9963,-2.4184,-0.2919,1.9165,-2.3824,1.0807,10,0,3.0000,0.0000,1.9207,0.0405
1784212155.505,-0.2668,2.9963,-2.4184,-0.2941,1.9721,-2.3824,1.0252,10,0,3.0000,0.0000,1.9763,0.0419
1784212155.558,-0.2668,2.9963,-2.4184,-0.2949,1.9965,-2.3823,1.0009,10,0,3.0000,0.0000,2.0007,0.0424
