# speed_ms: 1.200
# origin_ned_m: N=-0.0836,E=-0.0046,D=-2.4747
# waypoint_01_ned_m: N=-0.0836,E=-0.0046,D=-2.4747
# waypoint_02_ned_m: N=-0.1245,E=2.9952,D=-2.4747
# waypoint_03_ned_m: N=-3.1242,E=2.9544,D=-2.4747
# waypoint_04_ned_m: N=-3.0834,E=-0.0454,D=-2.4747
# waypoint_05_ned_m: N=-0.0836,E=-0.0046,D=-2.4747
timestamp_s,desired_N_m,desired_E_m,desired_D_m,actual_N_m,actual_E_m,actual_D_m,error_3d_m,gps_num_satellites,gps_fix_type,desired_fwd_m,desired_right_m,actual_fwd_m,actual_right_m
1784211101.281,-0.0836,-0.0046,-2.4747,-0.8920,0.0557,-2.4600,0.8108,10,0,0.0000,-0.0000,0.0712,0.8075
1784211101.333,-0.0836,-0.0046,-2.4747,-0.8423,0.0556,-2.4597,0.7612,10,0,0.0000,-0.0000,0.0704,0.7577
1784211101.385,-0.0836,-0.0046,-2.4747,-0.7930,0.0575,-2.4597,0.7123,10,0,0.0000,-0.0000,0.0717,0.7085
1784211101.437,-0.0836,-0.0046,-2.4747,-0.7690,0.0583,-2.4595,0.6884,10,0,0.0000,-0.0000,0.0721,0.6845
1784211101.489,-0.0836,-0.0046,-2.4747,-0.7171,0.0594,-2.4589,0.6369,10,0,0.0000,-0.0000,0.0725,0.6325
1784211101.540,-0.0836,-0.0046,-2.4747,-0.6952,0.0596,-2.4585,0.6152,10,0,0.0000,-0.0000,0.0725,0.6107
1784211101.593,-0.0836,-0.0046,-2.4747,-0.6543,0.0596,-2.4577,0.5745,10,0,0.0000,-0.0000,0.0719,0.5698
1784211101.647,-0.0836,-0.0046,-2.4747,-0.6355,0.0593,-2.4574,0.5558,10,0,0.0000,-0.0000,0.0714,0.5509
1784211101.700,-0.0836,-0.0046,-2.4747,-0.5971,0.0583,-2.4566,0.5176,10,0,0.0000,-0.0000,0.0698,0.5125
1784211101.752,-0.0836,-0.0046,-2.4747,-0.5655,0.0588,-2.4560,0.4864,10,0,0.0000,-0.0000,0.0699,0.4810
1784211101.805,-0.0836,-0.0046,-2.4747,-0.5498,0.0604,-2.4559,0.4710,10,0,0.0000,-0.0000,0.0712,0.4652
1784211101.859,-0.0836,-0.0046,-2.4747,-0.5184,0.0630,-2.4554,0.4404,10,0,0.0000,-0.0000,0.0735,0.4338
1784211101.912,-0.0836,-0.0046,-2.4747,-0.5061,0.0639,-2.4552,0.4284,10,0,0.0000,-0.0000,0.0742,0.4215
1784211101.965,-0.0836,-0.0046,-2.4747,-0.4838,0.0651,-2.4547,0.4067,10,0,0.0000,-0.0000,0.0751,0.3992
1784211102.017,-0.0836,-0.0046,-2.4747,-0.4641,0.0656,-2.4544,0.3874,10,0,0.0000,-0.0000,0.0754,0.3795
1784211102.019,-0.1245,2.9952,-2.4747,-0.4641,0.0656,-2.4544,2.9492,10,0,3.0000,0.0000,0.0754,0.3795
1784211102.073,-0.1245,2.9952,-2.4747,-0.4528,0.0656,-2.4542,2.9480,10,0,3.0000,0.0000,0.0752,0.3682
1784211102.127,-0.1245,2.9952,-2.4747,-0.4359,0.0650,-2.4539,2.9467,10,0,3.0000,0.0000,0.0744,0.3513
1784211102.180,-0.1245,2.9952,-2.4747,-0.4254,0.0665,-2.4541,2.9442,10,0,3.0000,0.0000,0.0757,0.3408
1784211102.232,-0.1245,2.9952,-2.4747,-0.4110,0.0685,-2.4543,2.9407,10,0,3.0000,0.0000,0.0775,0.3263
1784211102.285,-0.1245,2.9952,-2.4747,-0.3927,0.0702,-2.4547,2.9373,10,0,3.0000,0.0000,0.0789,0.3080
1784211102.337,-0.1245,2.9952,-2.4747,-0.3846,0.0708,-2.4550,2.9360,10,0,3.0000,0.0000,0.0795,0.2999
1784211102.389,-0.1245,2.9952,-2.4747,-0.3686,0.0721,-2.4555,2.9333,10,0,3.0000,0.0000,0.0805,0.2838
1784211102.441,-0.1245,2.9952,-2.4747,-0.3605,0.0728,-2.4557,2.9319,10,0,3.0000,0.0000,0.0811,0.2758
1784211102.495,-0.1245,2.9952,-2.4747,-0.3425,0.0752,-2.4564,2.9282,10,0,3.0000,0.0000,0.0832,0.2577
1784211102.550,-0.1245,2.9952,-2.4747,-0.3345,0.0766,-2.4566,2.9262,10,0,3.0000,0.0000,0.0846,0.2497
1784211102.603,-0.1245,2.9952,-2.4747,-0.3229,0.0821,-2.4579,2.9199,10,0,3.0000,0.0000,0.0899,0.2381
1784211102.656,-0.1245,2.9952,-2.4747,-0.3100,0.0903,-2.4591,2.9108,10,0,3.0000,0.0000,0.0980,0.2250
1784211102.709,-0.1245,2.9952,-2.4747,-0.3041,0.0948,-2.4596,2.9059,10,0,3.0000,0.0000,0.1024,0.2191
1784211102.761,-0.1245,2.9952,-2.4747,-0.2921,0.1055,-2.4604,2.8946,10,0,3.0000,0.0000,0.1129,0.2069
1784211102.813,-0.1245,2.9952,-2.4747,-0.2861,0.1117,-2.4608,2.8880,10,0,3.0000,0.0000,0.1190,0.2009
1784211102.866,-0.1245,2.9952,-2.4747,-0.2728,0.1278,-2.4613,2.8712,10,0,3.0000,0.0000,0.1350,0.1873
1784211102.920,-0.1245,2.9952,-2.4747,-0.2611,0.1449,-2.4617,2.8535,10,0,3.0000,0.0000,0.1519,0.1754
1784211102.973,-0.1245,2.9952,-2.4747,-0.2567,0.1548,-2.4623,2.8434,10,0,3.0000,0.0000,0.1617,0.1709
1784211103.027,-0.1245,2.9952,-2.4747,-0.2486,0.1770,-2.4635,2.8209,10,0,3.0000,0.0000,0.1838,0.1625
1784211103.079,-0.1245,2.9952,-2.4747,-0.2434,0.1924,-2.4640,2.8054,10,0,3.0000,0.0000,0.1991,0.1571
